what flights has continental from atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> B-airline_name <NOTABLE> B-city_name  ,O O O B-airline_name O B-fromloc.city_name  
what flights are there from los angeles to pittsburgh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name  
show me all flights from pittsburgh to baltimore tomorrow  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name B-today_relative  ,O O O O O B-fromloc.city_name O B-toloc.city_name B-depart_date.today_relative  
one way flights from ontario to tacoma leaving before DIGITDIGIT am on any day and first class  ,B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-before B-time I-time <NOTABLE> day_name day_name <NOTABLE> B-class_type I-class_type  ,B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time O O O O B-class_type I-class_type  
show me the earliest flight from denver to las vegas  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_mod <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what flights are there from milwaukee to phoenix on saturday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
is there a direct flight from atlanta to philadelphia that arrives in philadelphia around DIGITDIGIT noon  ,<NOTABLE> <NOTABLE> <NOTABLE> B-direct <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-around B-time I-time  ,O O O B-connect O O B-fromloc.city_name O B-toloc.city_name O O O B-toloc.city_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time  
show all united flights between boston and philadelphia  ,<NOTABLE> <NOTABLE> B-airline_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O B-airline_name O O B-fromloc.city_name O B-toloc.city_name  
what flights fly from denver to san francisco on monday tuesday wednesday thursday and friday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-day_name B-day_name B-day_name B-day_name <NOTABLE> B-day_name  ,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name B-depart_date.day_name O B-depart_date.day_name  
flight information between washington and denver on september third  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number  ,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
can you list costs of denver rental cars  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-transport_type I-transport_type  ,O O O O O B-city_name B-transport_type I-transport_type  
<UNK> of denver can i have the same flight from toronto to san diego but stopping in dallas fort worth  ,B-instead <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name I-city_name  ,B-mod O B-fromloc.city_name O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O O B-stoploc.city_name I-stoploc.city_name I-stoploc.city_name  
please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-airline_name I-airline_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-airline_name I-airline_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O B-airline_name I-airline_name O B-airline_name I-airline_name O O O B-toloc.city_name O O O O B-airline_name I-airline_name O B-airline_name I-airline_name O O O O B-fromloc.city_name  
i would like to know some information on flights leaving philadelphia arriving in pittsburgh in the afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O O O O O O O B-fromloc.city_name O O B-toloc.city_name O O B-arrive_time.period_of_day  
give me the flights with the fares on december twenty seventh from indianapolis to orlando  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-month_name B-day_number I-day_number <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name  
show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-day_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> <NOTABLE> B-day_name  ,O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O O O B-depart_date.day_name O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O O B-depart_date.day_name  
what is the ground transportation available in boston  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O O B-city_name  
list all flights leaving denver arriving in seattle on saturday that depart after DIGITDIGITDIGITDIGIT pm  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-day_name <NOTABLE> <NOTABLE> B-after B-time I-time  ,O O O O B-fromloc.city_name O O B-toloc.city_name O B-arrive_date.day_name O O B-depart_time.time_relative B-depart_time.time I-depart_time.time  
show me the nonstop flights from dallas to houston  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_stop <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-flight_stop O O B-fromloc.city_name O B-toloc.city_name  
what is the round trip fare on continental DIGITDIGITDIGITDIGIT from denver to san francisco and return  ,<NOTABLE> <NOTABLE> <NOTABLE> B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-airline_name B-integer <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-return  ,O O O B-round_trip I-round_trip O O B-airline_name B-flight_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-round_trip  
show me the flights from baltimore to seattle  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
what are the afternoon flights for denver to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> B-period_of_day <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
show flights from boston to denver on wednesday morning  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name B-period_of_day  ,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day  
show me flights from dallas to atlanta on tuesday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
what ground transportation is there in atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O B-city_name  
show me the flights from baltimore to oakland please  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE>  ,O O O O O B-fromloc.city_name O B-toloc.city_name O  
which airlines fly from boston to washington dc but stopover in some other city  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name B-state_code <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  ,O O O O B-fromloc.city_name O B-toloc.city_name B-toloc.state_code O O O O O O  
give me the flights for american airline from dallas to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
give me flights from san francisco to boston on thursday afternoon  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name B-period_of_day  ,O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name B-depart_time.period_of_day  
i would like some information on flights leaving boston to atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name  
which airlines have flights between philadelphia and pittsburgh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
i 'd like to book the cheapest one way flight from denver to pittsburgh on july fifteenth  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number  ,O O O O O O B-cost_relative B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
flights from kansas city to cleveland  ,<NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name  ,O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name  
between boston and denver i 'd like a flight that <UNK> the least amount of stops to get to boston  ,<NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-least <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O B-fromloc.city_name O B-toloc.city_name O O O O O O O O B-mod O O O O O O B-toloc.city_name  
please list all of the flights leaving atlanta heading to baltimore after DIGIT pm wednesday and before DIGIT am thursday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-city_name B-after B-time I-time B-day_name <NOTABLE> B-before B-time I-time B-day_name  ,O O O O O O O B-fromloc.city_name O O B-toloc.city_name B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time B-depart_date.day_name  
what is the fare for a one way flight from boston to atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
list united flights from denver to san francisco on tuesdays or wednesdays  ,<NOTABLE> B-airline_name <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-day_name B-or B-day_name  ,O B-airline_name O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-depart_date.day_name B-or B-depart_date.day_name  
i want a one way ticket from dallas to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-round_trip I-round_trip O O B-fromloc.city_name O B-toloc.city_name  
list all flights leaving san francisco monday afternoon arriving in pittsburgh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name B-day_name B-period_of_day <NOTABLE> <NOTABLE> B-city_name  ,O O O O B-fromloc.city_name I-fromloc.city_name B-depart_date.day_name B-depart_time.period_of_day O O B-toloc.city_name  
show me all flights and fares from denver to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what does the fare code f mean  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-fare_basis_code <NOTABLE>  ,O O O O O B-fare_basis_code O  
what economy flights are available from dallas to baltimore on december seventeenth  ,<NOTABLE> B-economy <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number  ,O B-economy O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
show me all nonstop flights from salt lake city to cincinnati  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_stop <NOTABLE> <NOTABLE> B-city_name I-city_name I-city_name <NOTABLE> B-city_name  ,O O O B-flight_stop O O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name  
show me the last flight from denver to boston  ,<NOTABLE> <NOTABLE> <NOTABLE> B-last <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name  
what kind of ground transportation is available in atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O O O B-city_name  
what are my choices of flights from las vegas to new york  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
list flights leaving denver and arriving in orlando on saturday departing after DIGITDIGIT pm  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-day_name <NOTABLE> B-after B-time I-time  ,O O O B-fromloc.city_name O O O B-toloc.city_name O B-arrive_date.day_name O B-depart_time.time_relative B-depart_time.time I-depart_time.time  
what flights are available sunday afternoon from oakland to dallas  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name B-period_of_day <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O B-depart_date.day_name B-depart_time.period_of_day O B-fromloc.city_name O B-toloc.city_name  
list a round trip fare from kansas city to minneapolis flights  ,<NOTABLE> <NOTABLE> B-round_trip I-round_trip <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE>  ,O O B-round_trip I-round_trip O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O  
united airlines flights stopping in denver before noon  ,B-airline_name I-airline_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-before B-time  ,B-airline_name I-airline_name O O O B-stoploc.city_name B-depart_time.time_relative B-depart_time.time  
what do you have on monday from dallas fort worth to oakland california  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-day_name <NOTABLE> B-city_name I-city_name I-city_name <NOTABLE> B-city_name B-state_name  ,O O O O O B-depart_date.day_name O B-fromloc.city_name I-fromloc.city_name I-fromloc.city_name O B-toloc.city_name B-toloc.state_name  
what fare codes <UNK> flights from philadelphia to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what are the morning flights from boston to philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> B-period_of_day <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name  
on july twenty third an early flight on american from philadelphia to san francisco  ,<NOTABLE> B-month_name B-day_number I-day_number <NOTABLE> B-early <NOTABLE> <NOTABLE> B-airline_name <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-flight_mod O O B-airline_name O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
what flights leave charlotte north carolina and arrive in phoenix arizona on monday before DIGIT pm  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-state_name I-state_name <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-state_name <NOTABLE> B-day_name B-before B-time I-time  ,O O O B-fromloc.city_name B-fromloc.state_name I-fromloc.state_name O O O B-toloc.city_name B-toloc.state_name O B-arrive_date.day_name B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time  
i 'm interested in a flight on american airlines from dallas to washington  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.city_name  
show me the flights from denver to philadelphia again  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE>  ,O O O O O B-fromloc.city_name O B-toloc.city_name O  
please show me airlines with flights from denver to boston with a stopover in philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  ,O O O O O O O B-fromloc.city_name O B-toloc.city_name O O O O B-stoploc.city_name  
what flights depart newark for tampa on friday  ,<NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
show me the flights between boston and san francisco denver and san francisco boston and denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name B-city_name <NOTABLE> B-city_name I-city_name B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-fromloc.city_name O B-toloc.city_name I-toloc.city_name B-fromloc.city_name O B-toloc.city_name  
do you have a night flight from washington to boston on august twenty seventh  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-period_of_day <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number I-day_number  ,O O O O B-depart_time.period_of_day O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number  
i would like to book a flight for august twenty seventh from baltimore to san francisco on us air  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-month_name B-day_number I-day_number <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-airline_name I-airline_name  ,O O O O O O O O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-airline_name I-airline_name  
what are the first class and coach fares for flights from chicago to kansas city arriving around DIGIT pm next thursday  ,<NOTABLE> <NOTABLE> <NOTABLE> B-class_type I-class_type <NOTABLE> B-class_type <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE> B-around B-time I-time B-next B-day_name  ,O O O B-class_type I-class_type O B-class_type O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O B-arrive_time.time_relative B-arrive_time.time I-arrive_time.time B-arrive_date.date_relative B-arrive_date.day_name  
all right now i need a flight from seattle to san diego  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
show me all the flights that arrive in baltimore in the evening  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> <NOTABLE> B-period_of_day  ,O O O O O O O O B-toloc.city_name O O B-arrive_time.period_of_day  
show me the latest flight from san francisco to denver  ,<NOTABLE> <NOTABLE> <NOTABLE> B-flight_mod <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name  ,O O O B-flight_mod O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name  
list lowest cost flight from dallas to baltimore  ,<NOTABLE> B-cost_relative I-cost_relative <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O B-cost_relative I-cost_relative O O B-fromloc.city_name O B-toloc.city_name  
how many flights does american airlines have with a class of service code f  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-fare_basis_code  ,O O O O B-airline_name I-airline_name O O O O O O O B-fare_basis_code  
show me all flights with fares from pittsburgh to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
i 'd like a flight from las vegas to detroit on monday  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name I-city_name <NOTABLE> B-city_name <NOTABLE> B-day_name  ,O O O O O O B-fromloc.city_name I-fromloc.city_name O B-toloc.city_name O B-depart_date.day_name  
what are the flights from boston to san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
show me all flights from miami to new york  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
show me all flights from denver or philadelphia or pittsburgh to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-or B-city_name B-or B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name B-or B-fromloc.city_name B-or B-fromloc.city_name O B-toloc.city_name  
what flights are between washington and san francisco  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name  ,O O O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name  
show me a list of flights on american airlines from boston to dc on july twenty second  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-city_name <NOTABLE> B-state_code <NOTABLE> B-month_name B-day_number I-day_number  ,O O O O O O O B-airline_name I-airline_name O B-fromloc.city_name O B-toloc.state_code O B-depart_date.month_name B-depart_date.day_number I-depart_date.day_number  
what is the lowest fare from denver to atlanta  ,<NOTABLE> <NOTABLE> <NOTABLE> B-cost_relative <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-cost_relative O O B-fromloc.city_name O B-toloc.city_name  
what are the flights from washington dc to denver  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-state_code <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name  
what is the cost of the air taxi <UNK> at philadelphia international airport  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-transport_type I-transport_type I-transport_type <NOTABLE> B-airport_name I-airport_name I-airport_name  ,O O O O O O B-transport_type I-transport_type I-transport_type O B-airport_name I-airport_name I-airport_name  
what flights are there from newark to tampa  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
i 'd need information please on a flight from washington dc san francisco california  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name B-state_code B-city_name I-city_name B-state_name  ,O O O O O O O O O B-fromloc.city_name B-fromloc.state_code B-fromloc.city_name I-fromloc.city_name B-fromloc.state_name  
find me a flight from atlanta to baltimore  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
what is ff  ,<NOTABLE> <NOTABLE> B-airline_code  ,O O B-airline_code  
what 's the last flight from atlanta to boston  ,<NOTABLE> <NOTABLE> <NOTABLE> B-last <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O B-flight_mod O O B-fromloc.city_name O B-toloc.city_name  
a breakfast flight from denver to san francisco please  ,<NOTABLE> B-meal_description <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name I-city_name <NOTABLE>  ,O B-meal_description O O B-fromloc.city_name O B-toloc.city_name I-toloc.city_name O  
what are the flights between pittsburgh and baltimore on august tenth  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name <NOTABLE> B-month_name B-day_number  ,O O O O O B-fromloc.city_name O B-toloc.city_name O B-depart_date.month_name B-depart_date.day_number  
please book for me a flight on twa from washington dc to san francisco earliest possible time  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-airline_code <NOTABLE> B-city_name B-state_code <NOTABLE> B-city_name I-city_name B-flight_mod I-flight_mod I-flight_mod  ,O O O O O O O B-airline_code O B-fromloc.city_name B-fromloc.state_code O B-toloc.city_name I-toloc.city_name B-flight_mod I-flight_mod I-flight_mod  
which flights on united airlines and northwest go through denver  ,<NOTABLE> <NOTABLE> <NOTABLE> B-airline_name I-airline_name <NOTABLE> B-airline_name <NOTABLE> <NOTABLE> B-city_name  ,O O O B-airline_name I-airline_name O B-airline_name O O B-stoploc.city_name  
what are the flights from boston to philadelphia  ,<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> B-city_name <NOTABLE> B-city_name  ,O O O O O B-fromloc.city_name O B-toloc.city_name  
